UUID;Aktueller Name;Vorgeschlagener Name;Status;Sicherheit;Biografie (biography_de);Quelle;Quell-URL;Quellentyp;Verknüpfte Events;Verknüpfte Werke;Empfohlene Aktion;Prüf-/Bereinigungshinweis
df0dc350-397c-4295-9a5e-ffdbf04d00af;Anja Bihlmaier;Anja Bihlmaier;Importbereit;Hoch;Anja Bihlmaier, geboren 1978 in Schwäbisch Gmünd, ist eine deutsche Dirigentin. Sie war von 2021 bis 2025 Chefdirigentin des Den Haager Residentie Orkest sowie von Herbst 2020 bis Frühjahr 2024 Erste Gastdirigentin der Sinfonia Lahti. Seit 2024 bekleidet sie das Amt der Ersten Gastdirigentin des BBC Philharmonic Orchestra.;Wikipedia (über die Recherchefunktion des Projekts);https://de.wikipedia.org/wiki/Anja_Bihlmaier;Wikipedia;2;0;biography_de per UUID aktualisieren;
55c0efe3-e450-4cd8-8f0d-da1a7e1163bc;Anna Buchberger;Anna Buchberger;Prüfung empfohlen;Hoch;Anna Buchberger (1911–1980) war eine Persönlichkeit des Musiklebens. Die verknüpften Münchner Programmdaten nennen Anna Buchberger bei „18. Münchner Orgelherbst“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anna_Buchberger;Wikidata + deutsche Wikipedia;1;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
dac1724b-4bb7-42fb-9c73-db1d17979752;Anna Prohaska;Anna Prohaska;Importbereit;Hoch;Anna Prohaska (* 1983) ist eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Sopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anna_Prohaska;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
6e37b1f3-9475-49a8-a4bd-1e5159a45d03;Anna Vinnitskaya;Anna Vinnitskaya;Importbereit;Hoch;Anna Vinnitskaya, geboren 1983 in Noworossijsk, ist eine russische Pianistin und Hochschulprofessorin. Sie konzertiert international als Solistin und ist für ihr virtuoses Klavierspiel bekannt. Neben ihrer regen Konzerttätigkeit gibt sie ihr Wissen als Professorin an Studierende weiter.;Wikipedia (über die Recherchefunktion des Projekts);https://de.wikipedia.org/wiki/Anna_Vinnitskaya;Wikipedia;0;0;biography_de per UUID aktualisieren;
c0290bbf-d5e3-4cc9-91a2-9d061afd52b7;Anne Heiland;Anne Heiland;Keine sichere Biografie;Niedrig;;Hinterlegte Website – Identität nicht ausreichend bestätigt;https://www.instagram.com/anne_heiland/;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
f3786075-5515-4ccf-a80e-3540bbbeeefa;Anne Karine Hauge;Anne Karine Hauge;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
abfaaa7b-a93a-4dfb-ad47-a4d06cc3f9b5;Anne Sofie von Otter;Anne Sofie von Otter;Importbereit;Hoch;Anne Sofie von Otter (* 1955) ist eine Persönlichkeit des Musiklebens mit Bezug zu Schweden. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang, Sopran und Mezzosopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anne_Sofie_von_Otter;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
b0a5baf3-909b-473a-b00c-4f05959aacac;Annekatrin Hentschel;Annekatrin Hentschel;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
f291897a-cf43-4844-bbbc-6f6f8b67491f;Annie Dutoit-Argerich;Annie Dutoit-Argerich;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
76f98992-626a-4d40-bb33-6287033d607e;Antoine Tamestit;Antoine Tamestit;Importbereit;Hoch;Antoine Tamestit (* 1979) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Viola. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Bratsche verzeichnet. Die verknüpften Münchner Programmdaten nennen Antoine Tamestit für solistische Mitwirkung bei „Jubiläumskonzert: 75 Jahre ARD-Musikwettbewerb“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antoine_Tamestit;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
a54eba40-3be8-412d-9f6a-a41e9bb55bc3;Anton Barakhovsky;Anton Barakhovsky;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
c99eb1ab-26c7-4933-b112-5e249cf0d443;Antonin Artaud;Antonin Artaud;Importbereit;Hoch;Antonin Artaud (1896–1948) war eine Persönlichkeit des Kulturlebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel, Literatur, Regie und Bildende Kunst.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antonin_Artaud;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
ed21e062-581a-469b-b572-5f33687da41e;Antonín Dvořák;Antonín Dvořák;Importbereit;Hoch;Antonín Dvořák (1841–1904) war eine Persönlichkeit des Musiklebens mit Bezug zu Königreich Böhmen. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Orgel, Dirigieren, Musikwissenschaft und Violine. Als Instrument beziehungsweise stimmlicher Schwerpunkt sind Orgel, Klavier und Violine verzeichnet. Im erfassten Konzertrepertoire ist Antonín Dvořák unter anderem mit „Scherzo capriccioso“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anton%C3%ADn_Dvo%C5%99%C3%A1k;Wikidata + deutsche Wikipedia;2;1;biography_de per UUID aktualisieren;
92d5965a-1ae3-44e3-a577-0a69311171ea;Antonino Fogliani;Antonino Fogliani;Prüfung empfohlen;Hoch;Antonino Fogliani (* 1976) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Italien. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Regie.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antonino_Fogliani;Wikidata + deutsche Wikipedia;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
d27770d3-b48b-430b-85b5-8a6f3c54b5f6;Antonio Vivaldi;Antonio Vivaldi;Importbereit;Hoch;Antonio Vivaldi (1678–1741) war eine Persönlichkeit des Musiklebens mit Bezug zu Republik Venedig. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Violine, Musikpädagogik, Cembalo und Viola. Im erfassten Konzertrepertoire ist Antonio Vivaldi unter anderem mit „Concerto für vier Violinen und Orchester“, „Le quattro stagioni (Violinkonzerte)“ und „Concerto D-Dur“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antonio_Vivaldi;Wikidata + deutsche Wikipedia;2;4;biography_de per UUID aktualisieren;
358af681-bcf4-4b44-ba01-a99f5d1e0c80;Aristidou;;Nicht importieren;Hoch;;Maria Aristidou – About me;https://www.mariaaristidou.com/about-me;Bestandsprüfung;0;0;Falsche Person/Website entfernen;"Der Eintrag ist nicht identifizierbar; die hinterlegte Website gehört zur Modedesignerin Maria Aristidou und liefert keinen Bezug zu einer Veranstaltung oder einem musikalischen Werk."
32349712-2815-4085-b9b2-7f665b9ab84b;Arvo Pärt;Arvo Pärt;Prüfung empfohlen;Hoch;Arvo Pärt (* 1935) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Sowjetunion. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Bildende Kunst.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Arvo_P%C3%A4rt;Wikidata + deutsche Wikipedia;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
94575bc2-c282-450f-b233-6b55d53e7d11;Asle Karstad;Asle Karstad;Prüfung empfohlen;Mittel bis hoch;Asle Karstad (* 1955) ist eine Persönlichkeit des Musiklebens mit Bezug zu Sandvika.;MusicBrainz: engineer;https://musicbrainz.org/artist/3057db76-2d62-43db-8ec3-40225205c222;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
dae4f93d-9ecb-4998-b195-2ba64798aab7;Aslihan And Say;Aslihan And Say;Prüfung empfohlen;Mittel;Die verknüpften Münchner Programmdaten nennen Aslihan And Say bei „Fazil Say, Aslihan And Say & Aykut Köselerli“.;Verknüpfte Veranstaltungsseite;https://www.bellarte-muenchen.de/Konzerte/i/Fazil-Say/1458;Projektquelle/Veranstaltung;1;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
cd40ae58-591f-434b-9a1e-7d44b7036b08;Astor Piazzolla;Astor Piazzolla;Importbereit;Hoch;Astor Piazzolla (1921–1992) war eine Persönlichkeit des Musiklebens mit Bezug zu Argentinien. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Dirigieren. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Bandoneon verzeichnet. Im erfassten Konzertrepertoire ist Astor Piazzolla unter anderem mit „Las cuatro estaciones porteñas“ und „Aconcagua. Konzert für Bandoneon und Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Astor_Piazzolla;Wikidata + deutsche Wikipedia;1;2;biography_de per UUID aktualisieren;
1a246799-3c5c-42af-9e80-58c9d5a95502;Avi Avital;Avi Avital;Importbereit;Hoch;Avi Avital (* 1978) ist eine Persönlichkeit des Musiklebens mit Bezug zu Israel. Zu den dokumentierten Tätigkeitsfeldern gehören Mandoline, Komposition und Arrangement. Die verknüpften Münchner Programmdaten nennen Avi Avital für solistische Mitwirkung bei „Avi Avital & das Kammerorchester des Symphonieorchesters des Bayerischen Rundfunks“ und „Avi Avital : Kammerorchester: Werke von Vivaldi, Tsintsadze, de Falla und Piazzolla“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Avi_Avital;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
137421fe-6574-4ab6-9cae-229ce7939cd0;Aykut Köselerli;Aykut Köselerli;Prüfung empfohlen;Mittel bis hoch;Aykut Köselerli ist eine Persönlichkeit des Musiklebens mit Bezug zu Ankara. Zu den dokumentierten Tätigkeitsfeldern gehören Schlagwerk.;MusicBrainz: percussionist;https://musicbrainz.org/artist/1d9abc6d-fd00-4943-9255-d86bed6ed068;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
2a32cbf7-b510-4474-9346-2d11ec3952a9;Bach;Johann Sebastian Bach;Nicht importieren;Hoch;;Datenbestand;;Dublettenerkennung;0;0;Mit Johann Sebastian Bach zusammenführen;"Unvollständige Dublette; im Bestand existiert bereits Johann Sebastian Bach mit Biografie."
74f19864-3430-4352-8669-23c77ec7b5cf;Barbara Hannigan;Barbara Hannigan;Importbereit;Hoch;Barbara Hannigan (* 1971) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Kanada. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Gesang, Bildende Kunst und Sopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet. Die verknüpften Münchner Programmdaten nennen Barbara Hannigan für Dirigat bei „Münchner Philharmoniker: Khayam Haydn Messiaen Ravel Schreker“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Barbara_Hannigan;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
14b3fec9-b1fb-44de-8cfb-c9eb70b4e926;Beate Mordal;Beate Mordal;Prüfung empfohlen;Mittel bis hoch;Beate Mordal ist eine Persönlichkeit des Musiklebens mit Bezug zu Norwegen. Zu den dokumentierten Tätigkeitsfeldern gehören Sopran.;MusicBrainz: soprano;https://musicbrainz.org/artist/89dc13f7-e920-40f6-aff4-c4c4b6191951;MusicBrainz;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
2cf13072-3cd6-42f7-a2b0-024248b96221;Béla Bartók;Béla Bartók;Importbereit;Hoch;Béla Bartók (1881–1945) war eine Persönlichkeit des Kulturlebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Tanz und Choreografie, Musikwissenschaft und Musikpädagogik. Im erfassten Konzertrepertoire ist Béla Bartók unter anderem mit „Konzert für Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/B%C3%A9la_Bart%C3%B3k;Wikidata + deutsche Wikipedia;1;1;biography_de per UUID aktualisieren;
e5e9c1f8-243d-47b7-b879-3d6289cdcb13;Ben Goldscheider;Ben Goldscheider;Prüfung empfohlen;Hoch;Ben Goldscheider (* 1997) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Horn.;Wikidata;https://www.wikidata.org/wiki/Q133161275;Wikidata;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
db600432-748e-4e56-90e2-64fc5740b9cc;Bendik Foss;Bendik Foss;Keine sichere Biografie;Niedrig;;;;Unzureichende Datenlage;0;0;Identität/Quelle redaktionell recherchieren;"Aus Name, Quellen und Projektverknüpfungen ließ sich keine ausreichend belastbare Biografie erzeugen; bewusst kein Text erfunden."
dfd81097-3b46-4c12-8e3e-5890da03aebe;Benjamin Bruns;Benjamin Bruns;Importbereit;Hoch;Benjamin Bruns (* 1980) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Tenor. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Benjamin_Bruns;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;"MusicBrainz enthält 2 gleichnamige Personeneinträge; Zuordnung vor Import prüfen."
11a472b6-8d4c-4ed1-8f52-4ac2204d923b;Benno Fürmann;Benno Fürmann;Prüfung empfohlen;Hoch;Benno Fürmann (* 1972) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Benno_F%C3%BCrmann;Wikidata + deutsche Wikipedia;0;0;Identität/Text prüfen, dann biography_de aktualisieren;"Kurze strukturierte Biografie; vor Import redaktionell auf Vollständigkeit prüfen."
c5fed40c-c924-453a-929d-fa6814ec84a8;Berlioz;Hector Berlioz;Prüfung empfohlen;Hoch;Hector Berlioz (1803–1869) war ein französischer Komponist, Dirigent und Musikkritiker der Romantik. Mit Werken wie der „Symphonie fantastique“, der „Grande Messe des morts“ und der Oper „Les Troyens“ erweiterte er die Ausdrucksmöglichkeiten des Orchesters. Seine farbenreiche Instrumentation und großformatigen musikalischen Konzeptionen wirkten weit über das 19. Jahrhundert hinaus. Berlioz verfasste außerdem eine einflussreiche Instrumentationslehre.;Hector Berlioz – Wikipedia;https://de.wikipedia.org/wiki/Hector_Berlioz;Wikipedia;0;1;Namen korrigieren, dann biography_de aktualisieren;Die verknüpfte Website und das Werk „Béatrice et Bénédict“ identifizieren den Eintrag eindeutig als Hector Berlioz.
