UUID;Aktueller Name;Vorgeschlagener Name;Status;Sicherheit;Biografie (biography_de);Quelle;Quell-URL;Quellentyp;Verknüpfte Events;Verknüpfte Werke;Empfohlene Aktion;Prüf-/Bereinigungshinweis
fc43116f-2b47-427d-a9bd-a669a64fe0dc;Andrea Eun-Jeong Kim;Andrea Eun-Jeong Kim;Importbereit;Hoch;Andrea Eun-Jeong Kim ist Violinistin im Symphonieorchester des Bayerischen Rundfunks. Sie studierte bei Michael Gaiser, Thomas Brandis und Gerhard Schulz und wurde bei mehreren Wettbewerben ausgezeichnet. Einen Schwerpunkt ihrer künstlerischen Arbeit bildet die Kammermusik: Sie gründete das Amici Ensemble, das Heinrich Heine Trio und ein Duo mit dem Gitarristen Peter Ernst. Darüber hinaus entwickelt sie musik-literarische Programme mit Schauspielern.;Symphonieorchester des Bayerischen Rundfunks;https://www.brso.de/en/cast/andrea-eun-jeong-kim/;Offizielle Orchesterwebsite;0;0;biography_de per UUID aktualisieren;
e825c827-91ed-4e16-ae53-628a44c9b5e6;Andreas Ottensamer;Andreas Ottensamer;Importbereit;Hoch;Andreas Ottensamer (* 1989) ist eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Klarinette, Dirigieren, Klavier und Violoncello. Die verknüpften Münchner Programmdaten nennen Andreas Ottensamer für solistische Mitwirkung bei „Kian Soltani, Andreas Ottensamer & das Münchener Kammerorchester“ und „Andreas Ottensamer & das Concertgebouw Chamber Orchestra Amsterdam“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Andreas_Ottensamer;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
8a152ecf-f8d6-4077-9536-4c7809d0f1b2;Angela Metzger;Angela Metzger;Importbereit;Hoch;Angela Metzger (* 1986) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Orgel. Die verknüpften Münchner Programmdaten nennen Angela Metzger für solistische Mitwirkung bei „Orgelkonzert mit Angela Metzger“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Angela_Metzger;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
df0dc350-397c-4295-9a5e-ffdbf04d00af;Anja Bihlmaier;Anja Bihlmaier;Importbereit;Hoch;Anja Bihlmaier, geboren 1978 in Schwäbisch Gmünd, ist eine deutsche Dirigentin. Sie war von 2021 bis 2025 Chefdirigentin des Den Haager Residentie Orkest sowie von Herbst 2020 bis Frühjahr 2024 Erste Gastdirigentin der Sinfonia Lahti. Seit 2024 bekleidet sie das Amt der Ersten Gastdirigentin des BBC Philharmonic Orchestra.;Wikipedia (über die Recherchefunktion des Projekts);https://de.wikipedia.org/wiki/Anja_Bihlmaier;Wikipedia;2;0;biography_de per UUID aktualisieren;
dac1724b-4bb7-42fb-9c73-db1d17979752;Anna Prohaska;Anna Prohaska;Importbereit;Hoch;Anna Prohaska (* 1983) ist eine Persönlichkeit des Musiklebens mit Bezug zu Österreich. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Sopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anna_Prohaska;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
6e37b1f3-9475-49a8-a4bd-1e5159a45d03;Anna Vinnitskaya;Anna Vinnitskaya;Importbereit;Hoch;Anna Vinnitskaya, geboren 1983 in Noworossijsk, ist eine russische Pianistin und Hochschulprofessorin. Sie konzertiert international als Solistin und ist für ihr virtuoses Klavierspiel bekannt. Neben ihrer regen Konzerttätigkeit gibt sie ihr Wissen als Professorin an Studierende weiter.;Wikipedia (über die Recherchefunktion des Projekts);https://de.wikipedia.org/wiki/Anna_Vinnitskaya;Wikipedia;0;0;biography_de per UUID aktualisieren;
abfaaa7b-a93a-4dfb-ad47-a4d06cc3f9b5;Anne Sofie von Otter;Anne Sofie von Otter;Importbereit;Hoch;Anne Sofie von Otter (* 1955) ist eine Persönlichkeit des Musiklebens mit Bezug zu Schweden. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang, Sopran und Mezzosopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anne_Sofie_von_Otter;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
76f98992-626a-4d40-bb33-6287033d607e;Antoine Tamestit;Antoine Tamestit;Importbereit;Hoch;Antoine Tamestit (* 1979) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Viola. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Bratsche verzeichnet. Die verknüpften Münchner Programmdaten nennen Antoine Tamestit für solistische Mitwirkung bei „Jubiläumskonzert: 75 Jahre ARD-Musikwettbewerb“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antoine_Tamestit;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
c99eb1ab-26c7-4933-b112-5e249cf0d443;Antonin Artaud;Antonin Artaud;Importbereit;Hoch;Antonin Artaud (1896–1948) war eine Persönlichkeit des Kulturlebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel, Literatur, Regie und Bildende Kunst.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antonin_Artaud;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
ed21e062-581a-469b-b572-5f33687da41e;Antonín Dvořák;Antonín Dvořák;Importbereit;Hoch;Antonín Dvořák (1841–1904) war eine Persönlichkeit des Musiklebens mit Bezug zu Königreich Böhmen. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Orgel, Dirigieren, Musikwissenschaft und Violine. Als Instrument beziehungsweise stimmlicher Schwerpunkt sind Orgel, Klavier und Violine verzeichnet. Im erfassten Konzertrepertoire ist Antonín Dvořák unter anderem mit „Scherzo capriccioso“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Anton%C3%ADn_Dvo%C5%99%C3%A1k;Wikidata + deutsche Wikipedia;2;1;biography_de per UUID aktualisieren;
d27770d3-b48b-430b-85b5-8a6f3c54b5f6;Antonio Vivaldi;Antonio Vivaldi;Importbereit;Hoch;Antonio Vivaldi (1678–1741) war eine Persönlichkeit des Musiklebens mit Bezug zu Republik Venedig. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Violine, Musikpädagogik, Cembalo und Viola. Im erfassten Konzertrepertoire ist Antonio Vivaldi unter anderem mit „Concerto für vier Violinen und Orchester“, „Le quattro stagioni (Violinkonzerte)“ und „Concerto D-Dur“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Antonio_Vivaldi;Wikidata + deutsche Wikipedia;2;4;biography_de per UUID aktualisieren;
cd40ae58-591f-434b-9a1e-7d44b7036b08;Astor Piazzolla;Astor Piazzolla;Importbereit;Hoch;Astor Piazzolla (1921–1992) war eine Persönlichkeit des Musiklebens mit Bezug zu Argentinien. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition und Dirigieren. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Bandoneon verzeichnet. Im erfassten Konzertrepertoire ist Astor Piazzolla unter anderem mit „Las cuatro estaciones porteñas“ und „Aconcagua. Konzert für Bandoneon und Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Astor_Piazzolla;Wikidata + deutsche Wikipedia;1;2;biography_de per UUID aktualisieren;
1a246799-3c5c-42af-9e80-58c9d5a95502;Avi Avital;Avi Avital;Importbereit;Hoch;Avi Avital (* 1978) ist eine Persönlichkeit des Musiklebens mit Bezug zu Israel. Zu den dokumentierten Tätigkeitsfeldern gehören Mandoline, Komposition und Arrangement. Die verknüpften Münchner Programmdaten nennen Avi Avital für solistische Mitwirkung bei „Avi Avital & das Kammerorchester des Symphonieorchesters des Bayerischen Rundfunks“ und „Avi Avital : Kammerorchester: Werke von Vivaldi, Tsintsadze, de Falla und Piazzolla“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Avi_Avital;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
74f19864-3430-4352-8669-23c77ec7b5cf;Barbara Hannigan;Barbara Hannigan;Importbereit;Hoch;Barbara Hannigan (* 1971) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Kanada. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Gesang, Bildende Kunst und Sopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet. Die verknüpften Münchner Programmdaten nennen Barbara Hannigan für Dirigat bei „Münchner Philharmoniker: Khayam Haydn Messiaen Ravel Schreker“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Barbara_Hannigan;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
2cf13072-3cd6-42f7-a2b0-024248b96221;Béla Bartók;Béla Bartók;Importbereit;Hoch;Béla Bartók (1881–1945) war eine Persönlichkeit des Kulturlebens mit Bezug zu Ungarn. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Klavier, Tanz und Choreografie, Musikwissenschaft und Musikpädagogik. Im erfassten Konzertrepertoire ist Béla Bartók unter anderem mit „Konzert für Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/B%C3%A9la_Bart%C3%B3k;Wikidata + deutsche Wikipedia;1;1;biography_de per UUID aktualisieren;
dfd81097-3b46-4c12-8e3e-5890da03aebe;Benjamin Bruns;Benjamin Bruns;Importbereit;Hoch;Benjamin Bruns (* 1980) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Tenor. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Benjamin_Bruns;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;"MusicBrainz enthält 2 gleichnamige Personeneinträge; Zuordnung vor Import prüfen."
b04dcff9-5295-4dcc-aa64-5e39b8da35b2;Bertolt Brecht;Bertolt Brecht;Importbereit;Mittel bis hoch;Bertolt Brecht (1898–1956) war eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Oboe. Die verknüpften Münchner Programmdaten nennen Bertolt Brecht für Komposition bei „Lars Eidinger liest, spielt, singt Bertolt Brechts Hauspostille“.;MusicBrainz: Bertolt Brecht;https://musicbrainz.org/artist/95fb3a0c-fc74-4f51-acba-bbe5b3a78e32;MusicBrainz;1;0;biography_de per UUID aktualisieren;
d9239646-6b53-4bf3-93e9-8bc5a83e6dd5;Bertrand Chamayou;Bertrand Chamayou;Importbereit;Hoch;Bertrand Chamayou (* 1981) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier. Die verknüpften Münchner Programmdaten nennen Bertrand Chamayou für solistische Mitwirkung bei „Münchner Philharmoniker: Khayam Haydn Messiaen Ravel Schreker“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Bertrand_Chamayou;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
669d0b45-9897-4066-94de-a2dd914e3ad7;Bill Laurance;Bill Laurance;Importbereit;Hoch;Bill Laurance (* 1981) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Jazz, Komposition und Klavier. Als Instrument beziehungsweise stimmlicher Schwerpunkt sind Tasteninstrument, Klavier und Keyboard verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Bill_Laurance;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
0ca792b6-e854-4fc2-8a93-73dec65b6a0f;Carlo Gesualdo;Carlo Gesualdo;Importbereit;Hoch;Carlo Gesualdo (1566–1613) war eine Persönlichkeit des Musiklebens mit Bezug zu Königreich Neapel. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Laute verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Carlo_Gesualdo;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
c8123ca8-782f-46cb-acaf-9dcfc40b9747;Catriona Morison;Catriona Morison;Importbereit;Hoch;Catriona Morison (* 1986) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang, Sopran und Mezzosopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Catriona_Morison;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
55ab4799-1d1d-477e-ac33-8acedd3c894c;Charles Gounod;Charles Gounod;Importbereit;Hoch;Charles Gounod (1818–1893) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikwissenschaft, Musikpädagogik und Orgel.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Charles_Gounod;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
0ed84648-ebe3-4871-a0c4-dd1686feae62;Charlie Chaplin;Charlie Chaplin;Importbereit;Hoch;Charlie Chaplin (1889–1977) war eine Persönlichkeit des Kulturlebens mit Bezug zu Vereinigtes Königreich Großbritannien und Irland. Zu den dokumentierten Tätigkeitsfeldern gehören Regie, Komposition, Schauspiel, Literatur und Filmregie.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Charlie_Chaplin;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;"MusicBrainz enthält 4 gleichnamige Personeneinträge; Zuordnung vor Import prüfen."
72e71ac3-eb40-4b4b-909b-7fcee62ee4ff;Chen Yi;Chen Yi;Importbereit;Hoch;Chen Yi (* 1953) ist eine Persönlichkeit des Musiklebens mit Bezug zu Volksrepublik China. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Musikpädagogik, Klavier und Violine. Im erfassten Konzertrepertoire ist Chen Yi unter anderem mit „»Water Messenger« für Orchester“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Chen_Yi_(Komponistin);Wikidata + deutsche Wikipedia;0;2;biography_de per UUID aktualisieren;
fa8c958e-e176-464f-b550-8cc0c0a1a719;Christian Brückner;Christian Brückner;Importbereit;Hoch;Christian Brückner (* 1943) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel, Gesang und Oboe. Die verknüpften Münchner Programmdaten nennen Christian Brückner bei „Christian Brückner & Martin Auer Quintett“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Christian_Br%C3%BCckner;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
1280bab8-3836-4236-b15b-66cca8ac9a16;Christian Eggen;Christian Eggen;Importbereit;Hoch;Christian Eggen (* 1957) ist eine Persönlichkeit des Musiklebens mit Bezug zu Norwegen. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Komposition und Klavier.;Wikidata + englische Wikipedia;https://en.wikipedia.org/wiki/Christian_Eggen;Wikidata + englische Wikipedia;0;0;biography_de per UUID aktualisieren;
6f89815d-e1b1-473c-8c41-4dc98d76b442;Christina Landshamer;Christina Landshamer;Importbereit;Hoch;Christina Landshamer (* 1977) ist eine Persönlichkeit des Musiklebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Sopran. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Christina_Landshamer;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
89cdaf09-25d6-4f34-b5b6-f65d65477ba8;Cornel Frey;Cornel Frey;Importbereit;Hoch;Cornel Frey (* 1977) ist eine Persönlichkeit des Musiklebens mit Bezug zu Schweiz. Zu den dokumentierten Tätigkeitsfeldern gehören Gesang und Tenor. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Singstimme verzeichnet.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Cornel_Frey;Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
5e0a018e-d3c5-4412-b1cb-71ddd4329253;Daniel Harding;Daniel Harding;Importbereit;Hoch;Daniel Harding (* 1975) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren. Die verknüpften Münchner Programmdaten nennen Daniel Harding für Dirigat bei „Daniel Harding & Seong-Jin Cho: Werke von Birtwistle, Donghoon Shin und Tschaikowsky“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Daniel_Harding;Wikidata + deutsche Wikipedia;2;0;biography_de per UUID aktualisieren;
cb308b2e-8572-4186-a6ae-d838653325fb;Daniel Hope;Daniel Hope;Importbereit;Hoch;Daniel Hope (* 1973) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Deutschland. Zu den dokumentierten Tätigkeitsfeldern gehören Violine, Musikpädagogik, Dirigieren und Schauspiel.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Daniel_Hope_(Violinist);Wikidata + deutsche Wikipedia;0;0;biography_de per UUID aktualisieren;
5c002702-feda-456b-9600-3ffeeee762f2;Darius Milhaud;Darius Milhaud;Importbereit;Hoch;Darius Milhaud (1892–1974) war eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Musikwissenschaft, Musikpädagogik, Jazz und Komposition. Als Instrument beziehungsweise stimmlicher Schwerpunkt ist Klavier verzeichnet. Im erfassten Konzertrepertoire ist Darius Milhaud unter anderem mit „La Création du monde“, „Ouvertüre aus La Création du monde für Orchester“ und „Ouverture zu »La création du monde«“ vertreten.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Darius_Milhaud;Wikidata + deutsche Wikipedia;1;3;biography_de per UUID aktualisieren;
521db555-9903-4fee-8381-9f6223a11854;Dave Malloy;Dave Malloy;Importbereit;Hoch;Dave Malloy (* 1976) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Vereinigte Staaten. Zu den dokumentierten Tätigkeitsfeldern gehören Komposition, Schauspiel, Dirigieren und Klavier.;Wikidata + englische Wikipedia;https://en.wikipedia.org/wiki/Dave_Malloy;Wikidata + englische Wikipedia;0;0;biography_de per UUID aktualisieren;
6caa453d-1c63-4991-8c69-05d12293ddd7;David Fray;David Fray;Importbereit;Hoch;David Fray (* 1981) ist eine Persönlichkeit des Musiklebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Klavier. Die verknüpften Münchner Programmdaten nennen David Fray für solistische Mitwirkung bei „David Fray : Kammerorchester: Werke von Johann Sebastian Bach“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/David_Fray;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
7c1e014c-05f8-476e-a2b2-05561b3279fe;Dennis Russell Davies;Dennis Russell Davies;Importbereit;Hoch;Dennis Russell Davies (* 1944) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Vereinigte Staaten. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren, Klavier, Bildende Kunst und Komposition. Die verknüpften Münchner Programmdaten nennen Dennis Russell Davies für Dirigat bei „Symphonieorchester des Bayerischen Rundfunks: 75. Internationaler Musikwettbewerb der ARD: Preisträgerkonzert“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Dennis_Russell_Davies;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
a23236e4-2fb2-478b-bbfe-299c3993eb8a;Dominique Horwitz;Dominique Horwitz;Importbereit;Hoch;Dominique Horwitz (* 1957) ist eine Persönlichkeit des Kulturlebens mit Bezug zu Frankreich. Zu den dokumentierten Tätigkeitsfeldern gehören Schauspiel, Literatur, Regie und Gesang. Die verknüpften Münchner Programmdaten nennen Dominique Horwitz für solistische Mitwirkung bei „Isabelle Faust & Friends / Baselitz / Salzburger Marionettentheater“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Dominique_Horwitz;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
5ad6bee5-3ba0-43a8-9205-3488a65857d5;Donald Runnicles;Donald Runnicles;Importbereit;Hoch;Donald Runnicles (* 1954) ist eine Persönlichkeit des Musiklebens mit Bezug zu Vereinigtes Königreich. Zu den dokumentierten Tätigkeitsfeldern gehören Dirigieren und Klavier. Die verknüpften Münchner Programmdaten nennen Donald Runnicles für Dirigat bei „Dresdner Philharmonie“.;Wikidata + deutsche Wikipedia;https://de.wikipedia.org/wiki/Donald_Runnicles;Wikidata + deutsche Wikipedia;1;0;biography_de per UUID aktualisieren;
